Listening to port 4567
Connected!!!
0.201778,0.385989,2.68215,0,0.435548,1.08911,0.359997,0.600041,-4.80025,0.0016588
0.23018,0.633529,2.61453,0.473361,0.218966,0.686146,0.119984,0.600207,-4.80057,0.00497648
-0.0674205,0.867204,0.388922,2.06291,0.504531,1.73286,-0.120044,0.600581,-4.801,0.00995308
-0.171782,0.778413,-0.129067,1.56628,-0.306645,0.557228,-0.360093,0.601244,-4.80155,0.0165887
-0.655781,0.685147,-3.02652,0.257635,0.570266,2.40709,-0.60017,0.602281,-4.80221,0.0248832
-0.80279,0.671019,-3.0104,0.00941059,-0.920801,0.498185,-0.840279,0.603774,-4.80296,0.0348368
-1.01929,0.651258,-3.58868,1.25117,1.1499,2.62382,-1.08042,0.605806,-4.8038,0.0464493
-1.19898,0.692418,-3.66645,0.991934,-1.21709,0.564086,-1.32061,0.608459,-4.80472,0.0597206
-1.46012,0.667724,-4.17095,0.0985514,1.43215,2.73564,-1.56084,0.611818,-4.8057,0.0746505
-1.63805,0.661227,-4.07358,-0.0641561,-1.46626,0.627215,-1.80112,0.615965,-4.80673,0.0912385
-1.88956,0.655776,-4.37567,-0.203648,1.85823,2.82021,-2.04145,0.620982,-4.80778,0.109484
-2.13444,0.666682,-4.44286,-0.243395,-2.28461,0.787442,-2.28182,0.626953,-4.80884,0.129387
-2.42147,0.548714,-4.65927,-1.13548,2.54514,2.9573,-2.52225,0.63396,-4.80989,0.150946
-2.66833,0.567594,-4.70171,-0.838991,-2.7473,0.847233,-2.76273,0.642086,-4.81089,0.174159
-2.93343,0.621523,-4.77478,-0.382934,3.75812,2.90915,-3.00325,0.651414,-4.81184,0.199026
-3.1936,0.672438,-4.78612,-0.0455815,-3.30883,0.881059,-3.24381,0.662026,-4.8127,0.225545
-3.43894,0.640405,-4.8239,-0.224636,3.5252,2.96676,-3.48441,0.674004,-4.81344,0.253712
-3.69476,0.561893,-4.85497,-0.615073,-3.76347,0.400296,-3.72504,0.687432,-4.81403,0.283526
-3.93349,0.640434,-4.88868,-0.143267,3.87038,2.94439,-3.9657,0.702391,-4.81445,0.314984
-4.22404,0.571761,-4.99039,-0.458495,-4.43196,0.438228,-4.20636,0.718963,-4.81465,0.348081
-4.46559,0.576644,-4.97677,-0.379394,4.40269,3.00178,-4.44703,0.73723,-4.81461,0.382812
-4.71258,0.658257,-4.94917,-0.00356357,-4.72477,0.881914,-4.68769,0.757274,-4.81428,0.419174
-4.93677,0.745416,-4.92433,0.337456,4.50768,2.95175,-4.92832,0.779176,-4.81363,0.45716
-5.2018,0.746253,-4.96681,0.306352,-5.28802,0.714213,-5.1689,0.803017,-4.81263,0.496763
-5.46684,0.721312,-5.07357,0.190812,5.50876,3.03022,-5.40943,0.828877,-4.81122,0.537976
-5.68759,0.834792,-4.97926,0.55523,-5.5629,1.05194,-5.64986,0.856837,-4.80937,0.580791
-5.9208,0.94239,-4.77733,0.823512,6.42089,2.94326,-5.8902,0.886977,-4.80703,0.625197
-6.11065,0.958156,-4.68819,0.799118,-5.88309,0.886,-6.1304,0.919375,-4.80415,0.671184
-6.35816,0.997931,-4.87676,0.872776,6.02698,2.98427,-6.37044,0.954111,-4.8007,0.718741
-6.63128,0.991539,-4.93774,0.776815,-6.75307,0.884443,-6.61028,0.991262,-4.79662,0.767854
-6.87011,1.02415,-4.94202,0.802978,6.69002,2.99732,-6.84991,1.03091,-4.79187,0.818509
-7.11227,1.11729,-4.91407,0.987169,-7.10876,1.23352,-7.08928,1.07312,-4.78638,0.87069
-7.36383,1.11466,-4.88851,0.889106,7.57562,3.03104,-7.32835,1.11798,-4.78012,0.92438
-7.59977,1.15791,-4.86646,0.925163,-7.56319,1.15044,-7.56709,1.16556,-4.77304,0.979561
-7.81273,1.20043,-4.79778,0.95439,7.33714,2.98899,-7.80545,1.21593,-4.76506,1.03621
-8.04425,1.22875,-4.77804,0.945131,-8.00209,1.17936,-8.04339,1.26918,-4.75615,1.09431
-8.27636,1.33811,-4.79316,1.14123,8.26102,2.92874,-8.28085,1.32536,-4.74625,1.15383
-8.5093,1.36869,-4.77587,1.12131,-8.47207,1.30248,-8.51779,1.38455,-4.7353,1.21475
-8.72074,1.41147,-4.52212,1.08994,9.05363,2.99137,-8.75416,1.44681,-4.72324,1.27704
-8.94886,1.50114,-4.51194,1.20718,-8.97275,1.58275,-8.98989,1.51223,-4.71002,1.34067
-9.18085,1.53557,-4.65656,1.22102,8.79922,3.00192,-9.22493,1.58085,-4.69558,1.40561
-9.44202,1.55125,-4.70501,1.15408,-9.55672,1.45188,-9.45921,1.65276,-4.67987,1.47183
-9.68946,1.56715,-4.79977,1.10371,9.62177,3.02687,-9.69268,1.728,-4.66282,1.53929
-9.97201,1.69111,-4.8653,1.29275,-10.1925,1.86579,-9.92526,1.80665,-4.64437,1.60795
-10.1928,1.81735,-4.74986,1.46151,10.3421,2.89756,-10.1569,1.88875,-4.62448,1.67776
-10.3878,1.90612,-4.65463,1.53892,-10.2047,1.92272,-10.3875,1.97438,-4.60307,1.7487
-10.6452,2.00007,-4.78442,1.65325,10.9622,2.94265,-10.6169,2.06357,-4.58009,1.82071
-10.879,2.05165,-4.76547,1.62612,-10.8445,1.97723,-10.8452,2.15639,-4.55549,1.89375
-11.1026,2.15039,-4.72771,1.71199,11.0703,2.929,-11.0722,2.25288,-4.52921,1.96776
-11.2845,2.29448,-4.59626,1.88978,-11.0683,2.3968,-11.2979,2.35309,-4.50118,2.04269
-11.5246,2.38694,-4.61869,1.94551,11.8737,2.94348,-11.5221,2.45707,-4.47136,2.11849
-11.7611,2.5262,-4.59671,2.09536,-11.81,2.61859,-11.7448,2.56486,-4.43968,2.1951
-12.0152,2.65328,-4.69663,2.23612,12.5158,2.90505,-11.9658,2.6765,-4.4061,2.27246
-12.2579,2.78446,-4.67872,2.34025,-12.3079,2.82794,-12.1851,2.79202,-4.37055,2.35051
-12.4937,2.87837,-4.62073,2.329,12.9372,2.94609,-12.4026,2.91145,-4.333,2.42918
-12.704,3.03987,-4.54154,2.48963,-12.6407,3.12177,-12.6182,3.03483,-4.29338,2.5084
-12.9252,3.1757,-4.49208,2.57508,13.2751,2.88721,-12.8317,3.16218,-4.25165,2.5881
-13.1188,3.35021,-4.38464,2.7398,-13.0124,3.4261,-13.0431,3.29353,-4.20776,2.66821
-13.3029,3.47021,-4.25788,2.74905,13.1338,2.89851,-13.2522,3.42888,-4.16167,2.74865
-13.4828,3.60349,-4.15766,2.79854,-13.3393,3.57168,-13.459,3.56827,-4.11333,2.82935
-13.7119,3.77678,-4.17894,2.95749,14.6601,2.84001,-13.6633,3.71169,-4.0627,2.91022
-13.9136,3.87996,-4.13369,2.91793,-13.8581,3.77748,-13.865,3.85915,-4.00974,2.99118
-14.1037,4.05215,-4.01782,3.01767,14.6808,2.82335,-14.064,4.01066,-3.95441,3.07214
-14.2932,4.20437,-3.95048,3.08081,-14.2501,4.19728,-14.2602,4.16622,-3.89669,3.15303
-14.517,4.37646,-3.93546,3.17872,15.831,2.83853,-14.4535,4.32581,-3.83653,3.23373
-14.7005,4.57131,-3.84985,3.3205,-14.6748,4.63724,-14.6436,4.48943,-3.77392,3.31417
-14.8937,4.74054,-3.78756,3.38551,15.7254,2.83246,-14.8306,4.65706,-3.70883,3.39425
-15.0371,4.9048,-3.64826,3.43112,-14.8394,4.85714,-15.0143,4.82869,-3.64123,3.47388
-15.2097,5.06331,-3.56533,3.45388,15.8497,2.83691,-15.1945,5.00428,-3.5711,3.55294
-15.3955,5.26619,-3.51187,3.58262,-15.4595,5.33623,-15.3712,5.1838,-3.49844,3.63135
-15.5492,5.46452,-3.33491,3.63546,16.5691,2.76901,-15.5441,5.36723,-3.42323,3.70901
-15.7525,5.57955,-3.35794,3.5482,-15.8636,5.46187,-15.7133,5.55452,-3.34546,3.78581
-15.9153,5.73671,-3.31761,3.57153,16.6083,2.82552,-15.8785,5.74562,-3.26513,3.86164
-16.044,5.92519,-3.18985,3.64294,-15.899,5.91441,-16.0396,5.94048,-3.18223,3.9364
-16.2045,6.09854,-3.10404,3.65142,17.4613,2.79834,-16.1965,6.13906,-3.09679,4.00999
-16.339,6.34481,-2.98498,3.84272,-16.3132,6.46809,-16.3491,6.34128,-3.00879,4.08229
-16.473,6.49544,-2.86975,3.77288,17.3457,2.82304,-16.4972,6.54708,-2.91826,4.1532
-16.6334,6.69208,-2.83278,3.84239,-16.7212,6.72454,-16.6407,6.75639,-2.82522,4.22261
-16.7897,6.90237,-2.82754,3.96848,18.3587,2.73661,-16.7795,6.96912,-2.72968,4.29042
-16.9932,7.1507,-2.8599,4.13322,-17.312,7.32125,-16.9135,7.18521,-2.63167,4.3565
-17.1101,7.36802,-2.6674,4.14193,18.6667,2.7047,-17.0425,7.40456,-2.53122,4.42077
-17.2051,7.64016,-2.49178,4.3334,-17.1166,7.75043,-17.1665,7.62707,-2.42838,4.4831
-17.3363,7.84113,-2.46446,4.38276,18.8305,2.74733,-17.2852,7.85264,-2.32317,4.54339
-17.4529,7.98908,-2.39826,4.26618,-17.3617,7.8192,-17.3986,8.08118,-2.21565,4.60153
-17.5572,8.22565,-2.26731,4.34283,19.4407,2.65832,-17.5066,8.31257,-2.10586,4.65742
-17.6996,8.45632,-2.23696,4.41657,-17.8436,8.51915,-17.6091,8.54669,-1.99386,4.71095
-17.7743,8.65036,-2.03689,4.32632,19.3186,2.70542,-17.7059,8.78343,-1.87971,4.76202
-17.8387,8.94158,-1.85253,4.52821,-17.7757,9.07777,-17.797,9.02267,-1.76348,4.81052
-17.9113,9.18293,-1.65162,4.51987,20.4024,2.63459,-17.8822,9.26426,-1.64522,4.85637
-17.9129,9.504,-1.34744,4.75302,-17.7006,9.64203,-17.9614,9.50807,-1.52502,4.89946
-17.9736,9.75854,-1.20314,4.81656,20.5799,2.61606,-18.0346,9.75398,-1.40296,4.9397
-18.0565,9.98233,-1.13671,4.81102,-18.1418,9.9702,-18.1016,10.0018,-1.27911,4.97699
-18.1408,10.1939,-1.09365,4.78198,21.0152,2.70509,-18.1624,10.2515,-1.15357,5.01125
-18.1356,10.466,-0.850831,4.87456,-17.949,10.4783,-18.2169,10.5027,-1.02642,5.04239
-18.2155,10.7175,-0.881641,5.03401,21.1958,2.62966,-18.265,10.7555,-0.897764,5.07032
-18.2722,10.8947,-0.829131,4.88442,-18.2427,10.7283,-18.3066,11.0095,-0.767697,5.09498
-18.3149,11.1348,-0.712586,4.86725,21.6103,2.60671,-18.3417,11.2647,-0.636323,5.11627
-18.2913,11.5203,-0.413804,5.1965,-18.2521,11.808,-18.3702,11.5209,-0.503751,5.13414
-18.3239,11.7851,-0.323199,5.23757,21.9725,2.57656,-18.392,11.778,-0.370091,5.14852
-18.3561,12.0217,-0.246813,5.1886,-18.3979,11.9824,-18.4072,12.0356,-0.235457,5.15934
-18.3807,12.2839,-0.202445,5.2858,21.8684,2.56022,-18.4156,12.2937,-0.099968,5.16654
-18.4197,12.5436,-0.14951,5.27878,-18.5334,12.5747,-18.4171,12.552,0.0362564,5.17007
-18.4192,12.8228,-0.0086811,5.30418,22.6062,2.50413,-18.4119,12.8105,0.173093,5.16989
-18.429,13.0998,0.0908843,5.32955,-18.4912,13.149,-18.3998,13.0688,0.310414,5.16594
-18.4087,13.3304,0.264065,5.154,22.6912,2.55894,-18.3809,13.3269,0.448093,5.1582
-18.3516,13.629,0.489358,5.2363,-18.2622,13.6861,-18.355,13.5845,0.585998,5.14663
-18.329,13.916,0.620334,5.28304,23.3787,2.45833,-18.3223,13.8414,0.723997,5.1312
-18.293,14.1664,0.745222,5.23783,-18.2698,14.1282,-18.2826,14.0974,0.861956,5.11189
-18.2484,14.4334,0.909531,5.1769,23.6186,2.46177,-18.2361,14.3524,0.999739,5.08868
-18.2112,14.6359,0.98477,5.03151,-18.1737,14.4943,-18.1827,14.6061,1.13721,5.06157
-18.1434,14.8878,1.17691,4.91835,23.8202,2.43644,-18.1224,14.8584,1.27423,5.03055
-18.0565,15.1578,1.3718,4.93859,-18.0078,15.1957,-18.0553,15.1091,1.41067,4.99562
-17.99,15.4239,1.48207,5.00321,23.6478,2.40367,-17.9814,15.3578,1.54638,4.95679
-17.9174,15.6514,1.58904,4.91662,-17.9036,15.5953,-17.9007,15.6046,1.68122,4.91408
-17.8389,15.8827,1.67928,4.89635,23.42,2.43618,-17.8133,15.8491,1.81507,4.8675
-17.7499,16.1041,1.79238,4.80498,-17.7118,16.0351,-17.7192,16.0912,1.94777,4.81708
-17.713,16.3575,1.75979,4.89961,24.3287,2.44765,-17.6185,16.3307,2.0792,4.76286
-17.5435,16.6153,2.03971,4.89181,-17.3057,16.5441,-17.5113,16.5674,2.20923,4.70486
-17.4015,16.8177,2.24248,4.65926,23.7953,2.38386,-17.3977,16.8011,2.33771,4.64314
-17.2977,17.053,2.34212,4.60808,-17.3409,17.0829,-17.2776,17.0316,2.46452,4.57774
-17.1529,17.26,2.53544,4.39511,24.4801,2.35771,-17.1512,17.2588,2.58952,4.50871
-17.008,17.5357,2.72961,4.4411,-17.0467,17.6995,-17.0187,17.4824,2.71259,4.43613
-16.8503,17.7352,2.89049,4.29147,24.139,2.3363,-16.88,17.7023,2.83361,4.36005
-16.7312,17.9406,2.95062,4.19161,-16.8092,17.9605,-16.7354,17.9184,2.95245,4.28054
-16.5742,18.1447,3.07838,4.10828,24.3554,2.30367,-16.5848,18.1303,3.069,4.19769
-16.4175,18.2775,3.14852,3.873,-16.3146,18.044,-16.4285,18.3381,3.18313,4.11157
-16.2799,18.4757,3.19839,3.83567,24.6353,2.31146,-16.2665,18.5415,3.29475,4.02228
-16.0989,18.6845,3.35589,3.78497,-16.0729,18.7231,-16.0991,18.7403,3.40374,3.9299
-15.9183,18.8743,3.48851,3.68849,24.6758,2.25174,-15.9262,18.9344,3.50999,3.83452
-15.7118,19.1167,3.69367,3.7125,-15.7147,19.2819,-15.7481,19.1237,3.61342,3.73626
-15.5249,19.2928,3.80263,3.57256,24.8604,2.26041,-15.5649,19.308,3.71392,3.63521
-15.3434,19.4979,3.89709,3.52236,-15.4174,19.6167,-15.3767,19.4872,3.8114,3.53148
-15.1355,19.6597,4.03075,3.35338,24.8415,2.22773,-15.1838,19.6612,3.90579,3.42518
-14.9099,19.871,4.20409,3.3275,-14.9167,20.0068,-14.9862,19.8297,3.99699,3.31643
-14.7303,20.0246,4.22444,3.17679,25.1767,2.27371,-14.7841,19.9928,4.08495,3.20535
-14.6033,20.1373,4.09859,2.96615,-14.7756,20.1032,-14.5777,20.1503,4.16958,3.09206
-14.4112,20.2749,4.12496,2.85988,24.5989,2.21935,-14.3671,20.302,4.25082,2.97668
-14.1529,20.4488,4.33334,2.8133,-14.0673,20.5034,-14.1526,20.448,4.32862,2.85933
-13.9264,20.5751,4.42845,2.65929,24.6852,2.16625,-13.9342,20.588,4.40292,2.74015
-13.7397,20.7098,4.42336,2.5428,-13.8405,20.7784,-13.7123,20.722,4.47367,2.61927
-13.5136,20.8262,4.50549,2.39084,24.8136,2.15116,-13.4868,20.8499,4.54085,2.49681
-13.261,20.9562,4.63768,2.2883,-13.2142,20.9737,-13.2582,20.9717,4.6044,2.37291
-13.0101,21.0723,4.73497,2.17538,24.5445,2.08549,-13.0264,21.0872,4.6643,2.2477
-12.7383,21.2209,4.8944,2.12537,-12.7118,21.3432,-12.7917,21.1965,4.72053,2.12131
-12.5082,21.3383,4.89165,2.05341,24.7351,2.10973,-12.5543,21.2994,4.77306,1.99388
-12.2235,21.4677,5.04797,1.98321,-12.1679,21.5349,-12.3143,21.3959,4.8219,1.86555
-11.9491,21.5525,5.15009,1.81625,24.3747,2.05077,-12.072,21.486,4.86702,1.73644
-11.7758,21.6423,5.00233,1.68483,-11.9786,21.7567,-11.8276,21.5696,4.90844,1.60668
-11.5214,21.7258,5.04918,1.56316,24.5465,2.04934,-11.5811,21.6467,4.94615,1.47643
-11.2495,21.7591,5.11006,1.35024,-11.1569,21.5707,-11.3329,21.7173,4.98017,1.34579
-11.0133,21.832,5.08256,1.24944,24.5619,2.06339,-11.083,21.7813,5.01051,1.21491
-10.7994,21.8334,4.9893,1.01019,-10.8239,21.6462,-10.8317,21.8388,5.03719,1.08391
-10.5344,21.8812,5.07259,0.856334,24.4003,1.99557,-10.5792,21.8898,5.06025,0.952912
-10.2558,21.9209,5.15132,0.714604,-10.2017,21.894,-10.3256,21.9341,5.07971,0.822051
-9.99,21.9335,5.17989,0.532115,23.7057,2.00075,-10.0711,21.972,5.09561,0.691445
-9.7432,21.957,5.1643,0.388842,-9.77038,21.9721,-9.81592,22.0033,5.10799,0.561215
-9.4803,21.964,5.19377,0.214133,23.8583,1.97952,-9.56019,22.0282,5.11691,0.431476
-9.27248,21.9981,5.08998,0.121634,-9.41029,22.1647,-9.3041,22.0465,5.1224,0.302344
-9.01354,21.989,5.1134,-0.0575915,23.6667,1.96328,-9.04782,22.0584,5.12453,0.17393
-8.71512,22.0146,5.22436,-0.148375,-8.65675,22.1083,-8.79151,22.0639,5.12336,0.046341
-8.44915,22.0007,5.28964,-0.357474,24.0318,1.93703,-8.53534,22.0631,5.11895,-0.0803171
-8.1491,22.0142,5.37677,-0.448445,-8.108,22.1304,-8.27947,22.0559,5.11137,-0.205944
-7.86833,22.0119,5.39605,-0.550472,23.681,1.87425,-8.02405,22.0425,5.10068,-0.330441
-7.64651,22.0009,5.27582,-0.65803,-7.76,22.1292,-7.76924,22.0229,5.08697,-0.453715
-7.3826,21.9519,5.30356,-0.878936,23.3797,1.90543,-7.51519,21.9971,5.07031,-0.575677
-7.16721,21.9141,5.16495,-1.0072,-7.2723,21.9974,-7.26204,21.9653,5.05078,-0.696241
-6.90059,21.8657,5.15215,-1.14179,22.9291,1.85522,-7.00994,21.9275,5.02847,-0.815324
-6.75449,21.7923,4.85324,-1.2942,-6.96025,21.824,-6.75902,21.8838,5.00346,-0.932849
-6.5529,21.7483,4.65457,-1.3229,22.8515,1.91046,-6.50942,21.8342,4.97584,-1.04874
-6.39274,21.687,4.45227,-1.42667,-6.53769,21.7748,-6.26126,21.7789,4.94569,-1.16294
-6.16999,21.6141,4.33247,-1.48337,21.9451,1.82953,-6.01466,21.7179,4.91312,-1.27537
-5.91521,21.5713,4.38963,-1.55136,-5.86181,21.6984,-5.76976,21.6513,4.87822,-1.38597
-5.69694,21.4933,4.39678,-1.71042,22.6378,1.83554,-5.52665,21.5793,4.84107,-1.49469
-5.38862,21.4488,4.56814,-1.76197,-5.2419,21.5904,-5.28546,21.5018,4.80178,-1.60148
-5.12164,21.372,4.60259,-1.83614,21.9323,1.72342,-5.04628,21.4191,4.76045,-1.70628
-4.88053,21.3229,4.5963,-1.86442,-4.88396,21.5199,-4.80922,21.3312,4.71717,-1.80906
-4.67186,21.2361,4.43655,-1.87368,21.411,1.82089,-4.57436,21.2382,4.67204,-1.90978
-4.34648,21.2477,4.66019,-1.77377,-4.20854,21.6781,-4.34181,21.1401,4.62517,-2.0084
-4.09255,21.1727,4.66863,-1.81623,21.6745,1.71706,-4.11165,21.0373,4.57664,-2.10489
-3.96082,21.0402,4.38724,-1.97135,-4.1265,20.9097,-3.88395,20.9296,4.52656,-2.19922
-3.72979,20.9025,4.45256,-2.23204,21.177,1.74013,-3.65879,20.8173,4.47504,-2.29137
-3.46279,20.7467,4.49963,-2.41532,-3.36091,20.5346,-3.43624,20.7004,4.42216,-2.38133
